881,116,49,49,226,56,35,63,60,48
871,102,43,46,274,53,39,58,55,27
811,100,48,50,284,56,50,56,64,47
606,57,32,25,157,38,21,39,36,30
875,97,44,38,312,62,35,43,54,36
400,41,25,20,116,33,19,25,33,26
662,87,36,34,165,56,27,44,45,64
706,86,38,34,169,36,26,48,37,33
899,83,42,41,326,53,33,52,55,26
879,105,49,50,280,63,45,58,59,32
980,126,46,46,283,51,39,64,57,34
879,106,52,44,292,73,39,55,68,44
741,106,36,39,244,35,28,38,36,38
0,0,0,0,0,0,0,0,0,0
970,91,44,39,344,57,33,60,57,22
1007,94,42,41,399,50,34,51,50,20
777,100,45,41,206,50,32,57,51,44
958,91,43,38,333,54,32,57,54,35
452,23,22,17,202,26,16,29,29,7
921,97,43,38,286,49,31,60,56,35
968,108,44,44,331,55,38,57,59,28
709,104,35,35,230,41,27,39,42,41
798,105,40,37,233,47,33,56,55,56
700,66,37,32,241,48,29,46,48,27
856,113,49,42,263,65,40,54,69,78
887,114,42,41,257,61,34,61,60,53
816,108,42,41,220,54,35,55,55,52
846,91,44,40,293,52,32,53,53,37
950,99,46,42,329,52,33,58,53,34
670,78,42,34,197,47,27,47,47,46
898,116,45,46,282,54,38,55,59,46
686,80,39,33,247,59,28,44,57,45
851,114,47,52,292,64,47,51,63,49
840,97,46,43,318,70,45,48,66,42
794,121,47,48,191,70,38,54,61,85
251,43,14,14,67,23,13,15,18,25
980,79,40,32,361,51,27,60,56,29
981,103,49,45,309,55,34,60,52,34
948,91,44,42,333,59,38,56,56,27
917,85,48,38,296,57,31,57,57,27
886,96,44,41,268,48,33,61,56,38
770,104,43,41,214,51,34,51,53,51
964,98,45,43,353,58,39,55,56,23
972,86,36,31,398,43,25,45,44,18
722,113,39,40,173,41,27,47,40,42
873,69,41,33,328,62,30,51,61,27
887,114,46,45,306,70,46,53,68,62
560,59,27,27,189,55,24,37,42,49
950,96,47,44,318,48,33,59,49,21
928,115,49,48,266,54,38,59,55,50
862,95,43,41,347,60,38,49,61,37
968,124,37,39,346,42,32,49,44,21
537,60,29,27,158,42,20,38,38,38
917,104,45,47,291,46,34,52,44,21
892,98,38,39,355,49,38,54,52,18
1007,68,37,26,423,49,25,54,55,20
939,112,49,47,302,62,41,57,62,47
989,113,49,47,309,52,35,62,54,25
954,118,48,49,290,58,38,56,53,36
890,126,47,52,270,53,43,56,58,40
918,107,44,45,315,52,34,53,47,36
872,72,44,30,277,56,26,65,60,33
965,79,47,35,376,54,31,51,50,28
710,72,35,30,212,42,19,47,42,31
902,103,48,42,287,56,37,56,57,53
916,137,48,51,280,56,44,57,57,44
864,117,48,47,233,53,38,61,55,41
1016,136,43,47,319,47,38,55,49,22
968,80,42,36,346,49,31,56,54,18
882,86,48,47,300,64,40,58,64,28
645,61,37,30,206,36,24,47,40,19
979,134,49,53,297,48,45,59,50,22
919,108,51,44,321,76,41,49,71,43
275,35,15,14,59,24,11,18,18,27
902,124,43,46,276,45,36,53,46,27
892,100,44,43,301,47,33,52,47,33
948,63,44,32,384,57,31,51,55,26
536,62,30,25,133,54,23,37,43,46
942,93,42,42,334,50,36,55,54,19
932,118,52,43,251,51,32,60,54,51
942,137,43,52,314,48,41,52,49,24
933,83,52,34,288,55,27,55,53,28
825,54,33,23,337,44,22,47,41,19
610,67,31,25,169,38,21,38,36,34
932,111,44,47,315,48,39,54,48,20
954,89,46,39,311,53,33,63,55,24
808,107,45,43,217,49,32,53,52,55
961,124,48,50,297,50,40,60,51,26
673,51,36,26,209,38,21,41,42,20
946,112,49,55,331,60,48,57,62,32
860,87,43,39,271,50,35,58,51,20
864,100,41,40,288,59,36,57,59,40
732,99,38,37,187,35,27,46,38,28
1048,105,50,44,325,51,33,61,52,22
953,92,45,43,341,44,30,54,46,19
917,79,44,38,306,55,32,58,54,20
645,95,33,33,202,43,29,39,43,55
898,83,45,37,294,61,29,59,59,34
1019,121,50,46,315,53,41,62,56,31
1016,88,43,39,389,53,38,53,57,21
910,94,46,42,334,66,39,52,69,46
768,93,43,34,209,43,26,49,43,32
949,116,47,51,305,53,42,55,57,30
894,125,44,41,247,50,36,57,51,42
653,104,40,41,155,55,37,44,50,58
520,80,27,31,185,49,33,29,45,36
1062,82,42,31,402,47,26,52,48,18
951,104,46,47,307,52,38,55,53,32
871,108,42,40,268,45,30,56,50,33
915,122,44,47,289,55,42,62,59,40
944,142,45,51,248,55,44,60,58,37
976,80,48,37,353,62,33,60,60,31
958,105,46,40,331,59,34,56,63,40
824,64,37,29,308,47,26,55,50,20
797,68,40,29,237,46,23,54,45,30
576,61,27,24,182,43,16,33,35,38
927,118,45,46,306,53,41,59,58,36
948,151,43,51,330,42,40,52,44,19
923,67,53,35,313,59,26,58,58,28
1005,81,40,31,395,47,24,51,50,28
783,76,46,38,236,45,26,54,47,27
917,97,43,42,330,53,38,54,57,29
923,94,46,40,305,51,31,58,51,20
958,96,50,40,298,59,32,63,58,42
757,94,49,48,216,76,41,44,69,50
940,101,48,50,298,49,37,56,52,32
863,96,42,40,272,44,31,50,44,18
842,109,45,43,241,56,36,57,59,58
827,94,48,43,241,72,42,58,67,60
956,76,45,39,349,50,32,58,53,18
1010,116,40,38,356,45,33,51,47,20
897,107,49,45,269,61,36,57,58,39
920,121,44,49,316,54,44,54,50,23
639,76,40,35,177,50,32,46,50,57
946,124,48,47,287,68,43,57,63,49
843,109,36,39,304,40,27,43,41,31
999,77,42,31,403,57,30,52,57,21
741,95,37,37,278,49,36,41,49,30
931,146,47,50,272,70,45,55,69,77
722,103,41,36,179,50,28,52,53,61
1001,141,50,53,286,46,46,60,49,20
926,115,48,46,255,55,36,62,56,37
856,86,52,40,256,56,31,60,56,32
930,105,43,42,340,57,41,55,60,37
1050,129,51,47,310,55,36,61,57,35
745,81,35,39,292,35,27,44,37,21
1076,105,45,39,373,47,33,52,52,19
674,84,40,39,176,54,30,45,50,56
911,107,44,41,286,53,34,61,55,38
918,108,44,44,302,53,36,60,56,33
957,90,47,42,338,71,40,54,68,39
993,90,43,39,359,54,34,56,57,17
930,138,42,45,249,61,39,63,66,55
961,113,40,45,356,60,42,50,55,27
962,100,45,43,330,59,36,53,53,24
749,56,33,25,313,48,23,43,44,24
817,89,43,35,265,54,28,52,53,39
852,84,40,31,265,47,24,55,53,42
1002,107,45,44,301,47,35,64,53,24
840,98,46,44,257,52,36,56,57,44
846,112,50,47,294,77,44,50,71,56
915,81,49,41,331,60,37,54,61,37
860,102,48,42,290,56,32,56,54,40
965,83,44,36,356,62,34,60,61,26
843,78,43,36,283,48,29,57,52,20
893,101,45,44,287,58,39,60,60,44
881,102,47,40,316,71,34,54,65,49
957,116,45,50,344,50,44,56,53,20
272,32,12,15,76,22,16,18,22,20
971,107,43,42,330,47,34,57,49,18
1061,133,42,43,380,40,34,48,41,21
892,95,36,36,360,54,34,52,55,29
921,104,47,42,263,45,27,59,48,39
821,108,42,39,214,39,30,49,41,29
866,87,43,37,314,56,31,55,57,33
808,84,37,35,314,49,27,44,45,33
625,70,37,29,198,48,27,39,44,41
415,62,22,26,125,33,26,21,32,33
950,92,47,41,353,72,44,50,65,34
952,118,42,43,403,67,42,44,56,27
933,66,54,35,327,59,25,60,61,30
843,115,45,45,234,51,39,58,55,37
967,149,48,51,285,66,53,60,66,53
102,23,6,6,13,8,4,5,5,19
955,103,46,44,340,55,36,56,58,30
880,53,46,30,303,57,25,59,57,21
951,83,55,42,277,53,30,68,54,26
715,76,41,35,231,42,27,44,42,26
945,102,46,44,341,54,36,53,51,24
938,109,38,42,347,47,36,55,52,23
851,86,53,41,257,62,31,54,58,46
1014,93,47,38,339,52,33,60,54,23
737,57,32,29,302,42,27,47,44,15
925,116,42,45,309,45,40,56,48,17
296,13,15,9,110,17,8,18,18,8
954,87,46,38,350,63,34,52,60,30
723,69,37,31,222,42,27,44,41,21
840,82,43,37,310,62,35,47,57,38
905,114,34,39,371,38,32,48,38,16
1000,108,47,43,310,50,36,60,52,26
788,85,40,38,271,44,28,48,46,21
994,128,45,46,288,50,37,62,54,29
807,84,41,30,251,48,23,48,46,43
516,54,28,22,149,31,19,33,33,21
1043,122,48,47,299,56,38,59,57,36
998,102,46,40,325,53,31,59,55,26
919,111,47,44,323,70,41,56,71,45
848,115,41,40,288,51,33,49,51,50
965,123,50,51,267,58,43,59,60,38
940,153,49,53,252,55,39,60,59,60
814,90,42,39,265,52,33,52,55,53
965,113,47,45,331,51,35,54,52,38
803,76,41,36,273,51,31,51,51,33
940,79,47,36,335,61,32,56,61,30
917,102,40,41,304,43,33,58,44,19
950,53,34,23,404,40,19,50,44,13
938,103,43,45,311,46,34,57,48,19
849,121,42,42,267,53,37,55,57,53
912,108,49,43,265,63,37,56,60,39
952,157,43,48,312,54,46,52,52,36
979,111,44,43,352,54,37,57,56,28
853,78,45,40,355,73,38,46,65,31
381,54,20,16,76,23,11,23,20,35
860,114,51,52,254,63,47,57,66,55
851,100,43,44,281,52,36,56,59,46
1017,110,50,43,311,53,32,62,57,33
1021,162,50,54,253,42,41,55,45,24
988,121,46,46,296,46,37,60,50,22
980,125,45,45,327,59,39,56,59,34
982,97,49,44,330,49,33,59,54,26
798,69,35,37,314,40,32,50,42,13
941,169,52,55,238,59,42,59,60,68
860,102,41,48,314,39,34,45,39,18
965,128,42,46,306,48,37,57,51,22
895,125,39,46,302,52,36,54,52,35
846,109,47,50,249,53,43,54,54,30
914,105,46,44,260,50,37,60,54,29
1044,125,53,50,294,49,36,62,51,26
926,89,44,40,316,54,36,58,57,28
707,66,31,31,229,52,32,55,54,42
885,87,38,41,318,37,32,53,41,11
752,67,38,41,259,53,41,47,54,26
834,89,40,34,225,40,25,57,46,27
891,102,42,41,313,55,34,53,54,34
916,111,48,42,257,52,32,61,54,34
433,65,25,30,111,39,29,29,35,31
869,63,40,33,378,59,30,45,54,26
729,84,44,35,193,72,32,50,61,53
1085,98,41,34,421,49,32,45,49,16
782,105,42,43,272,64,42,47,65,51
947,102,39,39,334,49,35,56,53,24
988,72,42,31,368,51,29,55,52,23
902,111,44,50,323,56,41,54,55,30
963,91,55,42,278,55,30,61,56,27
758,102,46,40,205,49,29,53,49,41
966,102,48,44,368,70,44,50,63,26
848,98,44,44,312,59,45,51,59,24
877,75,37,30,354,51,29,51,52,15
737,101,38,42,343,74,64,47,83,47
835,81,32,29,364,40,26,45,43,24
1039,140,50,50,307,46,40,56,48,23
895,128,46,47,247,58,38,58,59,56
860,73,38,35,355,38,28,46,39,9
900,123,47,48,278,58,40,57,59,42
366,57,21,23,73,24,17,26,25,25
1012,77,38,32,429,47,29,50,46,17
853,131,42,50,293,48,42,49,48,20
896,96,47,43,300,51,33,55,51,22
1029,115,46,47,360,46,38,51,47,19
886,84,39,37,325,53,32,54,54,29
780,119,40,44,159,44,33,56,49,47
984,110,43,43,368,62,40,53,64,34
976,76,42,33,343,50,28,61,55,18
562,90,27,28,146,28,23,32,29,20
358,67,19,22,59,24,16,22,21,24
821,79,44,39,298,73,35,46,64,37
885,93,44,40,301,38,28,46,38,12
782,71,39,31,276,57,28,50,52,24
805,69,42,31,268,55,25,49,52,29
720,81,34,33,267,43,24,43,45,36
968,138,47,53,285,52,43,57,57,33
904,97,40,43,369,53,39,53,53,22
879,121,43,47,266,52,38,57,54,50
891,65,34,28,386,48,29,50,52,24
883,94,48,43,245,52,30,60,54,37
916,88,52,41,284,55,31,59,55,29
860,65,37,31,364,59,29,50,57,24
907,116,47,47,269,52,39,58,56,38
772,81,43,39,295,69,38,48,59,40
850,112,48,48,206,75,42,60,67,67
958,80,44,34,340,65,28,50,59,35
965,94,48,43,357,60,40,54,58,25
794,91,36,33,232,47,23,48,45,42
874,99,40,41,325,40,33,48,43,22
873,68,34,23,401,59,24,43,55,34
930,95,46,43,287,48,34,61,48,20
861,92,36,39,337,47,35,51,49,19
907,79,40,33,376,56,35,54,59,23
790,105,50,48,251,65,45,56,65,53
884,84,42,35,285,47,28,58,51,29
970,118,46,49,292,49,37,59,51,27
956,115,44,46,325,52,38,56,53,21
961,87,46,38,340,54,34,54,54,37
970,91,44,39,344,57,33,60,57,22
950,99,46,42,329,52,33,58,53,34
881,115,43,44,263,45,34,52,47,30
478,54,19,15,152,42,11,25,29,34
371,56,20,18,84,26,16,23,28,44
716,62,41,30,219,48,23,47,46,32
981,96,53,45,279,49,32,65,54,22
851,98,51,48,249,56,40,56,57,41
975,86,46,39,338,50,34,60,55,21
870,73,46,37,283,50,29,62,54,20
949,115,46,50,338,54,40,52,53,22
926,90,44,39,319,50,32,57,54,26
879,123,53,51,245,63,47,58,66,59
666,101,37,39,115,44,30,46,45,43
1090,181,53,51,248,39,37,54,41,22
758,61,43,29,272,52,24,49,52,35
570,22,22,12,210,34,14,33,35,13
1095,131,47,47,339,49,40,53,50,24
950,91,46,40,373,69,40,51,62,32
406,57,23,19,87,26,12,25,22,37
921,80,42,36,308,51,28,60,55,23
797,73,39,34,264,52,32,59,59,38
992,132,49,49,306,52,39,58,54,28
872,95,45,41,284,49,34,50,48,22
785,97,44,47,202,48,39,51,51,38
520,61,25,22,124,34,17,35,33,36
916,98,44,41,349,58,39,54,57,24
845,82,46,38,225,47,27,63,50,25
881,93,45,40,274,58,34,60,57,29
787,75,44,37,295,68,33,46,62,36
872,105,45,37,253,45,29,55,47,28
996,91,39,35,365,46,27,56,50,25
1059,113,51,49,333,50,35,61,52,23
819,104,47,40,240,55,36,55,60,57
854,115,46,43,279,56,38,56,60,49
886,87,48,41,307,66,37,52,58,37
268,44,14,13,64,17,9,15,16,21
984,88,41,42,368,47,36,52,48,14
864,117,48,47,229,53,34,63,51,46
846,98,46,39,267,54,30,53,52,42
846,106,41,46,302,55,39,52,54,37
815,97,39,38,264,49,31,55,48,33
833,96,41,48,258,43,39,58,51,24
878,83,41,35,371,62,34,48,57,27
932,104,36,39,362,46,34,51,49,18
1014,100,40,39,380,47,33,53,51,19
735,95,39,33,177,43,24,47,43,46
920,81,43,34,316,48,28,59,54,21
992,127,46,49,301,50,41,61,53,21
656,94,37,34,153,43,31,46,43,35
730,65,39,28,235,47,19,46,44,36
939,136,47,51,283,56,43,57,58,40
906,94,45,42,288,55,34,61,58,32
912,103,41,43,298,53,39,62,59,29
869,73,40,32,325,49,26,52,49,23
877,126,45,51,256,52,38,53,54,50
649,87,38,35,155,43,27,42,40,47
728,87,40,37,187,42,30,45,43,25
865,84,44,44,302,41,29,54,45,16
868,99,45,41,310,63,35,52,62,45
1030,109,42,40,376,49,30,49,49,20
925,91,46,42,363,58,36,51,59,24
925,91,51,46,343,79,45,53,72,36
631,62,30,32,270,46,31,38,49,22
882,83,47,36,283,57,31,58,58,36
813,76,37,33,364,57,32,44,59,24
983,152,51,55,286,54,43,57,54,33
671,101,35,37,152,41,28,46,41,41
915,113,51,48,262,55,38,59,55,40
916,116,46,43,214,48,33,63,55,40
1006,85,38,35,387,45,30,55,49,13
737,108,42,37,182,50,29,48,46,69
944,109,43,41,326,49,32,56,53,25
1004,120,46,47,349,48,38,53,51,27
853,83,42,39,307,60,34,53,56,30
471,65,28,23,106,35,20,29,36,52
884,104,43,42,264,49,34,58,55,38
949,70,39,31,377,51,29,52,54,18
509,100,27,25,111,35,20,31,36,65
285,40,18,14,71,32,15,19,29,48
1014,108,44,44,355,57,39,56,58,33
891,63,40,24,345,53,19,49,55,28
967,100,45,49,301,45,36,60,50,16
849,89,42,41,298,48,37,57,50,23
828,67,39,25,347,55,20,49,51,35
989,134,46,48,264,46,37,64,55,24
1010,116,40,38,356,45,33,51,47,20
862,107,49,44,218,56,36,60,58,47
1035,155,52,54,257,48,44,60,51,25
861,75,45,34,270,51,23,59,52,25
955,91,43,37,296,53,32,65,56,32
933,115,35,40,333,42,34,50,46,20
311,31,18,15,81,21,12,18,19,20
911,85,38,34,334,50,28,51,53,30
779,120,45,45,184,59,35,50,55,78
976,65,39,27,415,47,24,50,50,22
1057,91,35,28,434,44,24,41,42,16
891,85,42,36,326,45,27,53,47,22
786,95,37,40,230,44,32,50,46,22
1046,156,53,53,240,50,45,62,54,38
901,115,35,39,352,47,35,50,50,33
890,133,53,46,213,61,36,52,59,63
910,73,37,32,356,46,28,53,51,16
806,110,41,46,247,54,39,53,58,53
918,94,47,40,291,53,33,62,53,32
922,93,44,42,357,53,36,52,53,16
930,107,44,43,288,50,36,58,55,39
907,87,39,34,338,46,26,54,48,21
905,98,47,41,294,51,34,56,54,23
820,81,48,38,283,60,32,56,55,34
821,108,42,39,214,39,30,49,41,29
813,96,49,46,250,65,44,61,68,65
713,89,34,32,257,60,27,44,51,49
919,120,41,45,314,54,38,53,53,35
881,85,43,40,321,50,33,54,50,17
930,119,52,53,287,67,45,57,64,39
855,111,45,40,243,48,32,55,51,44
908,109,48,45,325,75,39,45,70,42
820,76,40,29,318,46,23,46,44,23
472,51,26,24,120,25,17,29,24,21
931,78,57,43,302,71,35,58,69,35
983,121,47,47,286,47,38,61,52,29
810,97,38,36,234,44,24,56,47,44
955,134,45,49,308,47,41,55,50,30
866,75,38,33,326,54,32,57,52,19
980,103,46,43,331,49,33,57,50,29
730,102,40,35,170,41,28,48,43,57
1021,161,48,52,293,49,46,57,51,26
900,95,42,38,276,53,33,61,54,31
911,83,39,33,333,51,26,51,51,33
893,106,45,41,321,68,44,53,65,52
947,108,44,49,279,48,38,64,54,25
1025,130,42,44,384,47,38,47,48,22
938,98,47,39,312,59,35,59,58,38
942,88,53,43,296,47,32,61,49,19
356,52,28,29,109,53,20,20,44,47
653,86,35,31,186,42,27,41,41,47
894,115,53,49,248,57,39,56,56,42
926,90,55,46,274,58,37,64,61,35
864,93,45,39,298,52,30,54,52,35
810,94,47,40,278,59,38,52,61,49
1025,134,47,52,289,45,39,63,49,22
817,68,47,38,300,64,35,53,65,35
940,90,46,36,312,55,33,60,58,35
909,101,44,39,311,59,32,53,57,31
1019,73,43,37,409,50,29,50,50,17
932,115,48,46,275,56,46,59,56,33
961,117,43,44,318,53,37,59,56,38
1013,93,44,41,349,47,32,56,50,20
228,23,11,9,61,12,6,15,12,15
918,70,49,36,323,51,27,61,56,18
918,77,45,35,347,64,31,52,57,23
954,121,49,44,268,58,33,59,59,46
924,85,42,40,310,45,33,58,49,19
683,77,37,33,199,36,22,45,39,29
911,104,38,38,306,47,32,57,48,25
858,83,49,39,309,80,32,49,69,43
713,98,37,33,199,38,25,43,40,32
911,97,45,45,289,65,37,57,63,35
905,114,47,47,326,60,41,52,59,37
894,99,41,38,399,64,36,47,59,31
820,92,39,37,276,49,29,52,51,39
833,117,42,41,282,61,34,48,55,45
639,67,32,33,227,36,28,42,40,18
655,67,35,31,216,43,28,41,43,27
642,63,25,22,329,43,21,34,44,28
914,74,41,34,390,54,32,48,53,18
1014,150,46,51,284,41,38,57,44,23
933,78,44,37,350,58,36,54,59,25
848,81,49,38,255,51,29,60,54,33
806,87,35,35,311,50,33,49,51,30
840,71,36,32,344,47,26,45,45,24
871,43,30,21,407,43,20,48,45,12
1034,114,48,48,335,46,34,58,48,20
989,127,44,48,320,49,39,55,52,21
880,79,45,37,291,50,31,53,50,26
725,85,39,32,189,47,24,52,46,45
856,94,39,40,320,62,40,49,61,45
659,88,34,32,197,49,31,49,49,48
558,76,26,22,136,28,15,35,30,37
804,89,32,36,362,48,31,42,44,26
1012,92,43,37,367,52,33,51,55,25
868,94,50,45,275,61,39,56,59,43
778,46,31,17,346,36,13,40,39,20
890,98,46,45,272,51,39,59,53,31
880,121,44,43,254,57,33,56,58,58
947,119,49,51,298,54,41,55,53,38
926,127,54,53,270,62,47,57,63,47
949,106,47,37,312,69,37,57,66,53
928,94,39,41,332,49,35,54,55,29
907,125,48,47,260,59,38,60,60,48
970,94,42,40,351,57,34,54,54,31
598,58,26,21,188,32,16,40,37,36
907,132,43,47,277,59,40,55,58,52
937,111,42,43,348,46,39,49,46,15
1011,131,49,48,310,49,38,54,53,32
1028,97,46,41,328,49,30,59,50,25
892,114,41,39,263,47,32,57,53,43
858,105,38,38,290,51,33,56,57,40
743,94,37,35,197,46,26,50,47,57
962,106,51,53,315,63,46,54,60,35
896,95,46,41,268,52,32,64,58,30
853,112,36,44,335,44,39,49,49,20
802,89,37,33,321,57,37,44,58,38
1032,100,46,43,371,50,34,57,50,20
527,87,25,36,148,47,32,34,47,42
791,62,40,29,274,46,24,52,48,20
938,109,48,44,317,62,37,57,64,39
798,72,27,22,373,42,25,40,41,24
958,86,44,38,374,54,33,47,53,28
981,83,41,35,365,47,28,54,50,22
910,132,43,46,271,49,38,54,50,34
948,101,47,42,309,51,34,57,54,24
916,113,40,42,293,48,36,60,58,35
806,83,41,32,283,58,28,48,55,50
990,129,52,53,300,54,42,60,53,24
978,112,40,42,373,49,39,52,49,20
778,96,39,40,213,41,31,56,47,33
880,78,48,37,285,48,28,55,50,23
1024,113,37,36,382,40,31,48,41,12
922,99,46,46,306,60,42,58,61,36
906,103,47,46,318,59,41,54,57,31
749,93,45,42,213,61,43,62,69,65
873,104,45,42,224,58,38,59,61,38
611,65,30,26,191,35,18,42,37,29
908,130,49,47,238,59,38,60,60,54
664,52,34,30,274,38,26,40,41,12
940,143,46,47,237,52,38,63,57,66
1003,110,47,48,322,42,34,59,47,16
860,107,40,43,319,43,32,46,41,27
1043,117,46,43,347,47,35,57,50,22
985,126,48,53,308,61,43,58,58,37
756,56,34,26,272,44,24,46,45,17
942,84,40,35,353,56,33,54,57,33
925,91,46,39,305,58,32,59,59,32
979,139,50,50,276,64,42,59,62,44
942,123,50,47,304,73,44,54,66,52
836,93,48,40,244,53,35,58,58,43
875,115,48,45,236,51,32,61,55,51
907,132,43,47,277,59,40,55,58,52
974,124,47,49,294,52,37,55,52,26
772,62,34,37,307,55,35,46,55,31
772,59,35,27,327,51,30,51,53,21
851,92,36,33,326,44,29,49,44,26
905,81,44,32,298,57,27,60,63,45
941,105,45,40,256,41,28,65,47,26
812,80,40,25,341,72,19,42,58,44
268,49,16,16,61,21,11,17,18,39
965,76,43,35,368,68,33,52,63,33
779,109,43,42,225,50,35,52,54,58
955,125,55,52,255,64,43,62,60,48
825,108,39,41,322,51,35,52,53,35
779,97,38,32,230,47,28,47,48,45
961,79,39,33,410,43,27,46,42,18
870,126,39,49,327,47,44,51,46,21
882,75,37,36,388,44,31,46,44,13
1050,106,48,44,358,49,33,61,51,25
941,97,44,40,336,62,36,56,63,35
626,74,32,27,142,24,17,38,28,18
965,112,45,42,302,54,33,57,54,40
919,86,50,41,374,86,39,49,73,40
817,80,42,33,290,51,26,50,50,37
631,62,30,32,270,46,31,38,49,22
779,45,38,21,271,51,19,51,51,24
774,61,33,28,287,41,24,52,50,20
989,80,40,33,385,48,28,52,50,20
559,39,27,23,240,46,28,36,42,17
1016,126,48,49,300,51,39,60,49,23
834,129,47,50,188,53,38,57,56,51
904,109,45,41,275,50,34,59,55,40
966,63,37,30,423,53,29,50,52,11
756,63,31,30,308,56,29,45,56,35
899,112,43,42,284,55,34,58,59,40
831,100,47,45,270,59,37,55,62,46
877,93,41,37,323,71,33,53,69,46
963,121,49,50,264,45,37,58,48,27
894,94,39,37,326,51,32,52,51,25
888,101,49,43,276,54,35,53,53,36
934,111,44,42,330,53,35,53,54,30
853,80,42,37,311,44,28,48,41,16
703,68,39,30,266,68,22,38,56,42
807,84,41,30,251,48,23,48,46,43
845,79,39,32,259,43,24,53,46,25
910,120,50,42,206,43,32,57,43,26
876,101,46,42,302,57,32,52,56,36
782,139,49,49,172,76,43,54,65,98
915,126,43,50,314,61,47,57,58,33
798,67,36,39,316,71,48,44,71,34
905,124,52,53,276,66,44,57,64,58
682,91,37,35,184,41,28,46,42,42
877,79,37,37,348,47,33,52,50,20
429,62,24,20,83,24,14,29,24,39
872,121,54,52,251,66,46,57,67,70
958,117,41,45,299,72,43,59,69,46
932,103,45,46,287,58,40,60,60,34
961,118,44,44,310,51,40,55,53,24
986,123,44,43,297,52,35,58,55,36
500,42,26,23,178,38,21,31,33,24
983,113,53,47,303,61,41,60,61,42
921,78,42,30,309,62,26,54,61,38
961,94,36,36,351,45,28,50,48,18
947,109,43,47,300,41,33,56,46,24
907,103,42,40,309,46,32,56,53,26
663,71,38,30,223,42,23,41,40,30
634,48,29,20,221,38,15,43,37,25
744,82,42,33,253,55,28,40,46,33
950,123,38,42,311,44,35,56,48,26
861,85,43,37,287,61,32,56,58,38
867,59,39,28,329,51,26,55,58,23
702,74,44,40,202,54,36,48,53,33
781,145,49,53,193,74,46,50,71,96
853,69,34,29,377,50,27,48,51,19
